,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
1990 - Heaps A & Hughes A,1990,1,0,0,4.47,0,0,0,0,0,0
1990 - Heaps A & Johnston A,1990,1,0,0,0,6.18,0,0,0,0,0
1990 - Heath K R & Hilton Sheila Janet,1990,1,0,0,0,0,36.07,0,0,0,0
1990 - Heath K & Hilton S,1990,1,0,0,4.95,0,0,0,0,0,0
1990 - Hedgecoe M & Hutchinson J,1990,4,2.5,3.45,0,6.83,23.95,0,0,0,0
1990 - Hemmings B & Sargeant I,1990,1,0,2.93,0,0,0,0,0,0,0
1990 - Hewitt J H & Ross G L,1990,1,0,0,0,0,28.27,0,0,0,0
1990 - Hewitt J & Ross G,1990,4,2.33,3.03,3.85,6.72,0,0,0,0,0
1990 - Hewlings D & Treadgold J R,1990,1,0,0,0,0,19.85,0,0,0,0
1990 - Highland M & Ryder G,1990,3,2.25,0,3.98,6.73,0,0,0,0,0
1990 - Hill S & Turner J A,1990,1,0,0,0,0,62.02,0,0,0,0
1990 - Hillyer D & Mochan C,1990,4,2.38,3.05,3.73,6.27,0,0,0,0,0
1990 - Hillyer D & Mochan C S,1990,1,0,0,0,0,24.97,0,0,0,0
1990 - Hinton C & Phipps T,1990,1,0,3.33,0,0,0,0,0,0,0
1990 - Hinton C & Sackman D,1990,1,2.23,0,0,0,0,0,0,0,0
1990 - Hitchcock G & Reeves S,1990,1,0,0,0,6.3,0,0,0,0,0
1990 - Hoadley S & Humphries T,1990,4,2.22,3,3.8,6.18,0,0,0,0,0
1990 - Hobbs M J R & Pavis J,1990,1,0,0,0,0,0,25.65,0,0,0
1990 - Hockey C & Sproul D,1990,1,0,0,0,6.1,0,0,0,0,0
1990 - Hockey Cheryl & Sproul D,1990,1,0,0,0,0,23.15,0,0,0,0
1990 - Hodgson C G,1990,1,0,0,0,0,0,0,0,0,23.68
1990 - Hoirahawe & Ward,1990,2,2.32,3.03,0,0,0,0,0,0,0
1990 - Hoirahawwe & Ward,1990,1,0,0,3.83,0,0,0,0,0,0
1990 - Holden-Brown A R & Long Tim,1990,1,0,0,0,0,25.57,0,0,0,0
1990 - Hollier S & Lang D,1990,2,2.08,0,3.6,0,0,0,0,0,0
1990 - Holmyard J & Kowatt D,1990,1,0,0,0,7.52,0,0,0,0,0
1990 - Holmyard J & Mowatt D,1990,2,0,4.02,4.67,0,0,0,0,0,0
1990 - Honaker S P & Howe B A,1990,1,0,0,0,0,23.73,0,0,0,0
1990 - Honaker S & Howe B,1990,3,2.33,3.22,3.95,0,0,0,0,0,0
1990 - Hopkinson C & Scarlett S,1990,1,0,0,5.08,0,0,0,0,0,0
1990 - Hossack D & Knowles D,1990,2,0,3.07,3.72,0,0,0,0,0,0
1990 - Hourahane R S & Ward H M,1990,1,0,0,0,0,32.82,0,0,0,0
1990 - Howard N G & Wild G S,1990,1,0,0,0,0,37.9,0,0,0,0
1990 - Howford K & Peel M,1990,4,3,0,4.62,7.72,0,25.32,0,0,0
1990 - Howlett M,1990,1,0,0,5.2,0,0,0,0,0,0
1990 - Hubbucks J & Stanley B,1990,4,2.08,2.87,3.43,5.58,0,0,0,0,0
1990 - Huggins S & Monaghan M,1990,4,2.38,3.3,4.27,0,26.07,0,0,0,0
1990 - Hughes M C F & Warren-Chinn P J De,1990,1,0,0,0,0,0,23.97,0,0,0
1990 - Hunt G & Jones G,1990,1,0,0,0,0,0,0,0,28.2,0
1990 - Hunt P,1990,1,0,0,0,0,0,0,0,0,20.05
1990 - Husband R & Wacrs S,1990,1,0,0,0,7.68,0,0,0,0,0
1990 - Husband R & Watts S,1990,2,3.07,0,4.77,0,0,0,0,0,0
1990 - Hussey K,1990,2,0,0,4.43,7.75,0,0,0,0,0
1990 - Hussey Karen & Platt J C,1990,1,0,0,0,0,22.62,0,0,0,0
1990 - Hutchinson & Poulter R,1990,2,0,0,4.17,6.67,0,0,0,0,0
1990 - Hutchison Iain & Poulter R J,1990,1,0,0,0,0,0,20.13,0,0,0
1990 - Hynds S & Smith R,1990,1,1.95,0,0,0,0,0,0,0,0
1990 - Ickeringill K & Vaughan K,1990,1,0,0,4.45,0,0,0,0,0,0
1990 - Ince John,1990,4,2.38,3.37,4.02,6.62,0,0,0,0,0
1990 - Inch,1990,2,0,0,3.5,6.02,0,0,0,0,0
1990 - Inch G C,1990,1,0,0,0,0,0,0,0,0,18.53
1990 - Jackson A & Marsland D,1990,1,0,0,0,0,20.28,0,0,0,0
1990 - Jackson P & Moss T,1990,1,0,0,0,6.67,0,0,0,0,0
1990 - Jackson P1 & Moss T,1990,1,0,0,0,0,33.27,0,0,0,0
1990 - Jackson S & Johnston S,1990,2,2.1,0,0,6.23,0,0,0,0,0
1990 - Jackson S & Johnston S C,1990,1,0,0,0,0,24.73,0,0,0,0
1990 - Jagger R,1990,2,0,3.32,3.83,0,0,0,0,0,0
1990 - Jagger R & Turtle,1990,1,0,0,0,6.23,0,0,0,0,0
1990 - Jagger Roger & Turtle G,1990,1,0,0,0,0,24.83,0,0,0,0
1990 - Jarvis R,1990,3,0,3.68,4.37,7.22,0,0,0,0,0
1990 - Jarvis R D,1990,1,0,0,0,0,0,0,0,0,21.7
1990 - Jenkins Linda Karen & Lewis Susan Elizabeth,1990,1,0,0,0,0,74.33,0,0,0,0
1990 - Jones B,1990,4,2.3,3.32,3.93,6.48,0,0,0,0,0
1990 - Jones Bernadette Anne,1990,1,0,0,0,0,0,0,0,0,20.7
1990 - Jones E & Randall Alastair,1990,1,0,0,0,0,0,0,0,26.02,0
1990 - Jones P G & Sargent T,1990,1,0,0,0,0,53.37,0,0,0,0
1990 - Jones S & Pice B,1990,1,2.53,0,0,0,0,0,0,0,0
1990 - Jordan D S & Wibrew M,1990,1,0,0,0,0,18.8,0,0,0,0
1990 - Jordan D & Wibrew Michael,1990,1,0,0,0,5,0,0,0,0,0
1990 - Jordan P & Smith T,1990,2,2.48,0,4.33,0,0,0,0,0,0
1990 - Jordan P & Smith T2,1990,1,0,0,0,0,25.82,0,0,0,0
1990 - Jordon D,1990,3,2.15,2.73,3.42,0,0,0,0,0,0
1990 - Kelly K & Popowicz J,1990,1,0,0,0,0,32.23,0,0,0,0
1990 - Kemp M,1990,1,0,0,0,7.5,0,0,0,0,0
1990 - Kent-Woolsey R & Stainsby J,1990,1,0,0,0,0,23.23,0,0,0,0
1990 - Kent Richard,1990,4,2.02,2.77,3.35,5.58,0,0,0,0,0
1990 - Kent Richard J,1990,1,0,0,0,0,0,0,0,0,17.88
1990 - Kershaw-Naylor & Speer,1990,3,2.42,3.1,3.57,0,0,0,0,0,0
1990 - Kershaw Ruth Esther & Pike S D,1990,1,0,0,0,0,25.22,0,0,0,0
1990 - Kinch L & Taylor A,1990,3,2.33,0,3.88,6.4,0,0,0,0,0
1990 - Kinch R,1990,1,1.85,0,0,0,0,0,0,0,0
1990 - King G & Stocks D,1990,1,0,0,0,0,28.85,0,0,0,0
1990 - King R & King S,1990,2,2.05,2.87,0,0,0,0,0,0,0
1990 - Kingham & M’Arthur J,1990,1,2.28,0,0,0,0,0,0,0,0
1990 - Kirk H & Van-Somerton K,1990,1,1.7,0,0,0,0,0,0,0,0
1990 - Knowles A & Macfarlane C,1990,5,2.45,3.22,4.07,6.55,0,21.68,0,0,0
1990 - Kyte P & Thome R,1990,1,0,0,0,7.5,0,0,0,0,0
1990 - Kyte P & Thorne R,1990,3,2.75,3.73,4.58,0,0,0,0,0,0
1990 - Kyte Patricia Anne & Thorne R M,1990,1,0,0,0,0,37.47,0,0,0,0
1990 - Lancaster T,1990,1,2.3,0,0,0,0,0,0,0,0
1990 - Lawler X,1990,1,1.68,0,0,0,0,0,0,0,0
1990 - Lawrence S,1990,3,3.08,0,5.22,7.85,0,0,0,0,0
1990 - Lawrence Sarah,1990,1,0,0,0,0,0,0,0,0,24.52
1990 - Lee C J & Taylor M D,1990,1,0,0,0,0,19.47,0,0,0,0
1990 - Leech R,1990,1,2.17,0,0,0,0,0,0,0,0
1990 - Leedham M A & Roberts P,1990,1,0,0,0,0,57.7,0,0,0,0
1990 - Leighton A J & Mclaren D R B,1990,1,0,0,0,0,0,23.63,0,0,0
1990 - Leighton A & Mclaren D,1990,1,0,3.58,0,0,0,0,0,0,0
1990 - Lewis C F M & Tandy Ted,1990,1,0,0,0,0,20.68,0,0,0,0
1990 - Lincoln K,1990,4,2.52,3.45,4.35,7.12,0,0,0,0,0
1990 - Lindlcy Michelle Yvonne & Meyer R J,1990,1,0,0,0,0,0,22.73,0,0,0
1990 - Lindley M & Mayer B,1990,3,2.52,3.52,4.22,0,0,0,0,0,0
1990 - Livingstone N M & Worsley S D,1990,1,0,0,0,0,27.37,0,0,0,0
1990 - Lodge T,1990,2,0,3.13,3.83,0,0,0,0,0,0
1990 - Lowe G & Lowe P,1990,2,0,0,3.43,5.55,0,0,0,0,0
1990 - Lowis N,1990,1,2.32,0,0,0,0,0,0,0,0
1990 - Ludford D & Viner J,1990,4,3.05,3.83,4.7,7.98,0,0,0,0,0
1990 - Ludford O C & Vincr J P,1990,1,0,0,0,0,0,23.7,0,0,0
1990 - Lumley-Wood D & Mitchell A,1990,1,0,0,0,0,0,24.58,0,0,0
1990 - Luxon J F & Shipley N,1990,1,0,0,0,0,0,21.45,0,0,0
1990 - Luxon & Shipley,1990,3,2.77,3.4,0,6.92,0,0,0,0,0
1990 - Lynch K & Newton C,1990,2,0,3.05,3.77,0,0,0,0,0,0
1990 - Lynch Karen Marie & Newton C T,1990,1,0,0,0,0,24.7,0,0,0,0
1990 - M’Arthur J,1990,2,0,0,3.7,5.88,0,0,0,0,0
1990 - Machin A & Wildish T,1990,4,2.12,2.87,3.57,5.65,0,0,0,0,0
1990 - Machin T & Wildish T C,1990,1,0,0,0,0,20.62,0,0,0,0
1990 - Mackay D J & Webb J A,1990,1,0,0,0,0,26.87,0,0,0,0
1990 - Macmillan R C & Taylor M C,1990,1,0,0,0,0,28.88,0,0,0,0
1990 - Macmillan R & Taylor M,1990,1,0,0,0,7.4,0,0,0,0,0
1990 - Mair B & Wilkens P J,1990,1,0,0,0,0,20.22,0,0,0,0
1990 - Mann W & Mitchell S M,1990,1,0,0,0,0,26.18,0,0,0,0
1990 - Mansell K & Scott P N,1990,1,0,0,0,0,22.83,0,0,0,0
1990 - Marshall G W & Stewart A D,1990,1,0,0,0,0,21.52,0,0,0,0
1990 - Marshall G & Stewart A,1990,1,0,0,3.6,0,0,0,0,0,0
1990 - Marshall P D & Williams D J,1990,1,0,0,0,0,22.6,0,0,0,0
1990 - Mathews G & Metcalf P,1990,2,0,0,4.28,6.55,0,0,0,0,0
1990 - Matthews G & Metcalf P,1990,1,0,0,0,0,25.37,0,0,0,0
1990 - McArthur J,1990,1,0,2.93,0,0,0,0,0,0,0
1990 - Mcboyle D,1990,2,2.25,3.07,0,0,0,0,0,0,0
1990 - McCarthy T & Rees M,1990,2,0,3.45,0,0,21.82,0,0,0,0
1990 - Mcdonnell 0,1990,1,2.43,0,0,0,0,0,0,0,0
1990 - Mcdonnell M,1990,2,2.9,0,5,0,0,0,0,0,0
1990 - Mckeand G,1990,2,1.9,2.45,0,0,0,0,0,0,0
1990 - Middlehurst T,1990,1,2,0,0,0,0,0,0,0,0
1990 - Miles J & Thorn J,1990,1,0,0,0,0,25.6,0,0,0,0
1990 - Mill D & Wilde R,1990,2,0,3.28,4.1,0,0,0,0,0,0
1990 - Miller D T & Nordquist A P,1990,1,0,0,0,0,27.23,0,0,0,0
1990 - Miller D & Trevett M,1990,3,1.85,2.6,3.13,0,0,0,0,0,0
1990 - Miller I & Tima J,1990,1,1.68,0,0,0,0,0,0,0,0
1990 - Mitchell A,1990,1,2.33,0,0,0,0,0,0,0,0
1990 - Mitchell A & Wood D,1990,1,0,0,4.5,0,0,0,0,0,0
1990 - Morris A,1990,3,2.73,3.82,0,7.77,0,0,0,0,0
1990 - Morris Angela,1990,1,0,0,0,0,0,0,0,0,23.17
1990 - Mortimer B & Mortimer Karen,1990,1,0,0,0,0,25.88,0,0,0,0
1990 - Mullins J,1990,2,3.5,5.07,0,0,0,0,0,0,0
1990 - Murray P,1990,1,2.52,0,0,0,0,0,0,0,0
1990 - Musson T J & Williams L P,1990,1,0,0,0,0,22.6,0,0,0,0
1990 - Musson T & Williams L,1990,1,0,0,3.38,0,0,0,0,0,0
1990 - Nash A & Ward P,1990,4,0,4.02,4.67,7.33,0,23.07,0,0,0
1990 - Nash C M & Peake S J,1990,1,0,0,0,0,21.48,0,0,0,0
1990 - Nash C & Peaile S,1990,3,2.18,0,3.6,5.8,0,0,0,0,0
1990 - Neal A M & Stevens G,1990,1,0,0,0,0,23.37,0,0,0,0
1990 - Neil E & Ramsay A,1990,1,0,0,4.23,0,0,0,0,0,0
1990 - Niblett B W & Sheath P N,1990,1,0,0,0,0,28,0,0,0,0
1990 - Niblett B & Sheath P,1990,2,2.53,0,0,6.45,0,0,0,0,0
1990 - Nielsen M & Sellwood D,1990,1,2.02,0,0,0,0,0,0,0,0
1990 - Noraika D & Noraika J,1990,1,0,0,0,0,25.73,0,0,0,0
1990 - O’Toole P & Salmon J,1990,2,2.57,3.52,0,0,0,0,0,0,0
1990 - Parks G & Webb L,1990,1,0,0,0,0,71.85,0,0,0,0
1990 - Patten A D & Read O B,1990,1,0,0,0,0,29.13,0,0,0,0
1990 - Pease S & Samuels E,1990,2,2.8,4.3,0,0,0,0,0,0,0
1990 - Pease Susan Jane & Samuels Elaine Mary,1990,1,0,0,0,0,28.98,0,0,0,0
1990 - Pendeny A,1990,1,2.38,0,0,0,0,0,0,0,0
1990 - Pendle Dyson & Timble I,1990,1,0,2.32,0,0,0,0,0,0,0
1990 - Pendle Dyson & Tlmble I,1990,1,1.68,0,0,0,0,0,0,0,0
1990 - Pendleton Alison,1990,1,0,0,0,0,0,0,0,0,25.25
1990 - Pendleton I,1990,1,0,0,0,0,0,0,0,0,25.25
1990 - Penn R & Roberts P,1990,4,2.77,4.03,4.7,7.83,0,0,0,0,0
1990 - Perrett B,1990,1,2.35,0,0,0,0,0,0,0,0
1990 - Phelam X,1990,1,2.62,0,0,0,0,0,0,0,0
1990 - Phelan T & Swietochowski A,1990,1,0,0,4.3,0,0,0,0,0,0
1990 - Phipps T & Wilkinson K,1990,2,0,0,4.12,6.23,0,0,0,0,0
1990 - Phipps Tamsin Jane & Wilkinson Karin Lois,1990,1,0,0,0,0,22.48,0,0,0,0
1990 - Pike C & Proctor A,1990,2,0,3.58,3.95,0,0,0,0,0,0
1990 - Pillem D & Powle M,1990,1,0,3.2,0,0,0,0,0,0,0
1990 - Pipe A,1990,2,0,0,0,7.55,0,0,0,0,21.32
1990 - Piper J A,1990,1,0,0,0,0,0,0,0,0,23.5
1990 - Player N R & Webb M A,1990,1,0,0,0,0,27.17,0,0,0,0
1990 - Powell-Shedden P R G & Roberts J G,1990,1,0,0,0,0,0,21.55,0,0,0
1990 - Powell M L,1990,1,0,0,0,0,0,0,0,0,20.53
1990 - Powell R J & Sales Maureen,1990,1,0,0,0,0,49.78,0,0,0,0
1990 - Preece R & Young E,1990,4,2.93,4.6,4.95,8.3,0,0,0,0,0
1990 - Price N & Reavill A,1990,1,0,0,0,6.83,0,0,0,0,0
1990 - Price N & Reavill A ST J,1990,1,0,0,0,0,32.2,0,0,0,0
1990 - Prijon T,1990,1,2.08,0,0,0,0,0,0,0,0
1990 - Pritchard M,1990,4,1.72,2.35,3.07,5.1,0,0,0,0,0
1990 - Purnell T & Smith R W H,1990,1,0,0,0,0,0,26.82,0,0,0
1990 - Quill P & Ranee S,1990,4,1.75,2.37,2.98,4.87,0,0,0,0,0
1990 - Quinton S,1990,1,0,0,4.12,0,0,0,0,0,0
1990 - Quinton S & Seward D,1990,3,2.17,3.03,0,5.97,0,0,0,0,0
1990 - Raciborski J & Smith K,1990,2,1.75,0,2.9,0,0,0,0,0,0
1990 - Ramsay D,1990,1,0,0,0,6.97,0,0,0,0,0
1990 - Ranee B,1990,1,2,0,0,0,0,0,0,0,0
1990 - Reed C & Walker A,1990,1,0,0,4.88,0,0,0,0,0,0
1990 - Reed Clare Jane & Walker A B,1990,1,0,0,0,0,32.17,0,0,0,0
1990 - Rermarshal P & Williams D,1990,2,0,0,4.07,6.33,0,0,0,0,0
1990 - Richards D & White D,1990,3,3.25,4.08,0,8.55,0,0,0,0,0
1990 - Richards D & White O,1990,1,0,0,0,0,30.5,0,0,0,0
1990 - Richardson D J & Terry P,1990,1,0,0,0,0,20.55,0,0,0,0
1990 - Richardson D & Terry P,1990,1,0,2.72,0,0,0,0,0,0,0
1990 - Richardson H A,1990,2,2.38,0,3.85,0,0,0,0,0,0
1990 - Richardson M E & Smith D,1990,1,0,0,0,0,21.13,0,0,0,0
1990 - Ricketts D & Starkey M,1990,5,2,2.82,3.42,5.6,0,17.45,0,0,0
1990 - Rigby D,1990,3,0,3.28,4.27,6.58,0,0,0,0,0
1990 - Rigby D & Towell J,1990,1,2.63,0,0,0,0,0,0,0,0
1990 - Rive R,1990,5,2.67,3.72,4.72,7.45,0,0,0,0,23.17
1990 - Rodinger Heinz,1990,1,0,0,0,0,0,0,0,0,20.05
1990 - Rogers P G & Rogers T I,1990,1,0,0,0,0,26.38,0,0,0,0
1990 - Rogers P & Rogers T,1990,1,0,0,0,6.42,0,0,0,0,0
1990 - Russell Jack & Russell N D,1990,1,0,0,0,0,38.4,0,0,0,0
1990 - Sander P,1990,5,2.28,3.1,3.77,6.03,0,0,0,0,19.52
1990 - Sandersons J,1990,1,0,0,4.38,0,0,0,0,0,0
1990 - Sergent I & Smith D,1990,1,2.08,0,0,0,0,0,0,0,0
1990 - Shaw E,1990,1,1.95,0,0,0,0,0,0,0,0
1990 - Sheeham E & Simpson C,1990,4,2.65,3.6,4.08,6.63,0,0,0,0,0
1990 - Sheehan E & Simpson C,1990,1,0,0,0,0,0,20.8,0,0,0
1990 - Shortman & West,1990,1,2.17,0,0,0,0,0,0,0,0
1990 - Shunt B & Ward R,1990,1,0,2.45,0,0,0,0,0,0,0
1990 - Simmonds P P & Woodruff R,1990,1,0,0,0,0,24,0,0,0,0
1990 - Simmonds P & Woodruff R,1990,3,0,2.85,3.72,5.95,0,0,0,0,0
1990 - Simmons H & Willimas N,1990,1,2.68,0,0,0,0,0,0,0,0
1990 - Simraonds P & Woodruff R,1990,1,2.12,0,0,0,0,0,0,0,0
1990 - Smith D,1990,1,0,3.52,0,0,0,0,0,0,0
1990 - Smith K,1990,1,0,2.48,0,0,0,0,0,0,0
1990 - Smith M,1990,2,1.85,2.55,0,0,0,0,0,0,0
1990 - Smith M & Toothill C,1990,2,0,0,3.85,5.95,0,0,0,0,0
1990 - Smith M & Toothill C J,1990,1,0,0,0,0,22.87,0,0,0,0
1990 - Smith S S & Waters C J,1990,1,0,0,0,0,0,20.13,0,0,0
1990 - Squire S E P & Youngman S,1990,1,0,0,0,0,0,19.38,0,0,0
1990 - Squire S & Yeoman S,1990,4,2.45,3.13,3.97,6.42,0,0,0,0,0
1990 - Stafford D & Waters A G,1990,1,0,0,0,0,0,24.1,0,0,0
1990 - Stainsby J & Woolsey R K,1990,3,2.17,0,3.65,5.83,0,0,0,0,0
1990 - Stevens F,1990,5,2.22,2.97,3.75,6.32,0,0,0,0,19.93
1990 - Stinton S & Underwood N,1990,4,2.35,3.13,3.92,6.3,0,0,0,0,0
1990 - Stiwchcombe & Williamson,1990,1,0,0,3.67,0,0,0,0,0,0
1990 - Stubb M & Westerby A,1990,1,0,0,0,5.52,0,0,0,0,0
1990 - Stubbs M & Westerby Allen,1990,1,0,0,0,0,19.73,0,0,0,0
1990 - Styles A & Young A,1990,1,0,0,4.58,0,0,0,0,0,0
1990 - Sullivan G N & Tweedle K H,1990,1,0,0,0,0,0,23.05,0,0,0
1990 - Sutton N J & Wiltshire P D,1990,1,0,0,0,0,22.33,0,0,0,0
1990 - Sutton N & Wiltshire P,1990,3,2.15,0,3.57,5.87,0,0,0,0,0
1990 - Swietochowski A,1990,1,2.4,0,0,0,0,0,0,0,0
1990 - Swietochowski A S & Wilson S P,1990,1,0,0,0,0,22.93,0,0,0,0
1990 - Swietochowski & Wilson S,1990,1,0,0,0,6.22,0,0,0,0,0
1990 - Taylor I R & Taylor M B,1990,1,0,0,0,0,22.27,0,0,0,0
1990 - Taylor I & Taylor M,1990,4,2.2,2.98,3.73,5.87,0,0,0,0,0
1990 - Thompson K S J & Warne Sue,1990,1,0,0,0,0,23.3,0,0,0,0
1990 - Thompson K & Wame S,1990,3,2.33,3.4,0,6.53,0,0,0,0,0
1990 - Thompson K & Warne S,1990,1,0,0,4.15,0,0,0,0,0,0
1990 - Thompson M P & Vincent P,1990,1,0,0,0,0,30.22,0,0,0,0
1990 - Tomlins P,1990,1,0,0,0,5.97,0,0,0,0,0
1990 - Tomlins P E,1990,1,0,0,0,0,0,0,0,0,19.43
1990 - Travera N & Travers X,1990,1,0,0,0,7.32,0,0,0,0,0
1990 - Travers N & Travers T,1990,2,0,3.83,4.43,0,0,0,0,0,0
1990 - Treadgold James,1990,1,2.12,0,0,0,0,0,0,0,0
1990 - Turtle S,1990,2,2.42,3.33,0,0,0,0,0,0,0
1990 - Wallis G,1990,1,2.55,0,0,0,0,0,0,0,0
1990 - Wallis G & Wallis J,1990,1,0,0,4.25,0,0,0,0,0,0
1990 - Ward R,1990,1,1.98,0,0,0,0,0,0,0,0
1990 - Watkina B & Watkins P,1990,1,1.95,0,0,0,0,0,0,0,0
1990 - Watkins B & Watkins P,1990,4,0,2.65,3.4,5.52,0,17.58,0,0,0
1990 - Watkins J,1990,1,0,3.58,0,0,0,0,0,0,0
1990 - Watts A W,1990,1,0,0,0,0,0,0,0,0,24.03
1990 - Webner A & Windmill S,1990,4,2.03,2.88,3.52,5.72,0,0,0,0,0
1990 - Wells M & Wells Paul,1990,4,1.6,2.13,2.77,4.35,0,0,0,0,0
1990 - Wesley J,1990,1,2.3,0,0,0,0,0,0,0,0
1990 - White C J & White T S,1990,1,0,0,0,0,33.32,0,0,0,0
1990 - White C & White T,1990,4,2.72,3.85,4.62,7.57,0,0,0,0,0
1990 - Wibrew Michael,1990,2,2.17,0,3.53,0,0,0,0,0,0
1990 - Wijdehop W,1990,1,0,0,5.42,0,0,0,0,0,0
1990 - Williamson K,1990,1,2.57,0,0,0,0,0,0,0,0
1990 - Willis Stephen,1990,3,0,3.23,3.72,6.07,0,0,0,0,0
1990 - Wynne A,1990,1,2.05,0,0,0,0,0,0,0,0
1990 - Yea P,1990,1,0,0,0,0,0,0,0,0,20.13
1991 - Abbatiello Graziano & Brooks N,1991,1,3.07,0,0,0,0,0,0,0,0
1991 - Abbott D,1991,1,0,0,4.65,0,0,0,0,0,0
1991 - Abbott D W,1991,1,0,0,0,0,0,0,0,0,23.8
1991 - Acreman M & Higgs M,1991,4,2.93,4.07,4.68,6.85,0,0,0,0,0
1991 - Adams M,1991,1,0,2.92,0,0,0,0,0,0,0
1991 - Adams M & Adams S,1991,1,1.83,0,0,0,0,0,0,0,0
1991 - Addington L & Mullins J,1991,1,2.78,0,0,0,0,0,0,0,0
1991 - Addington Lesley & Mullins Jacqui,1991,1,0,0,0,0,35.58,0,0,0,0
1991 - Addison T & Peach H,1991,1,0,4.88,0,0,0,0,0,0,0
1991 - Ager Richard,1991,1,2.15,0,0,0,0,0,0,0,0
1991 - Ager S & Hall A,1991,1,0,0,0,0,0,22.83,0,0,0
1991 - Ainsworth P & Coulson Andrew,1991,1,0,0,0,0,48.02,0,0,0,0
1991 - Alabaster & Thompson,1991,4,2.87,3.72,4.2,6.53,0,0,0,0,0
1991 - Allard S A & Goddard R,1991,1,0,0,0,0,0,18.08,0,0,0
1991 - Allard S & Goddard R,1991,4,2.15,2.83,3.48,5.47,0,0,0,0,0
1991 - Allen G & Stoneman E,1991,1,3.05,0,0,0,0,0,0,0,0
1991 - Amos S & Watson H,1991,1,2.12,0,0,0,0,0,0,0,0
1991 - Andrews R & See P,1991,2,2.3,0,3.88,0,0,0,0,0,0
1991 - Angrisand M & Jarvis R,1991,3,2.4,0,4,6.32,0,0,0,0,0
1991 - Angrisano M & Jarvis R D,1991,1,0,0,0,0,23.33,0,0,0,0
1991 - Archer N & Jenson P,1991,2,0,3.77,4.57,0,0,0,0,0,0
1991 - Archer N & Jenson P A,1991,1,0,0,0,0,25.93,0,0,0,0
1991 - Ashby G & Gutteridge D,1991,1,2.28,0,0,0,0,0,0,0,0
1991 - Atkin M & Schofield S,1991,1,0,0,0,0,0,21.28,0,0,0
1991 - Ayling T,1991,1,3.22,0,0,0,0,0,0,0,0
1991 - Ayling T & Hodgeson J,1991,1,0,4.05,0,0,0,0,0,0,0
1991 - Ayling Tracey & Nash A S,1991,1,0,0,0,0,33.6,0,0,0,0
1991 - Ayres D & Res P Ay,1991,1,0,0,0,0,0,25,0,0,0
1991 - Bacon J & Wesley J,1991,1,2.2,0,0,0,0,0,0,0,0
1991 - Bagshaw S & Hewlings D,1991,1,2.12,0,0,0,0,0,0,0,0
1991 - Baguley J,1991,1,3.15,0,0,0,0,0,0,0,0
1991 - Bailey T & Broadway C,1991,1,0,0,0,0,47.42,0,0,0,0
1991 - Bales A & Horsup T,1991,1,3.2,0,0,0,0,0,0,0,0
1991 - Bales Andrea & Edwards-Webb G D,1991,1,0,0,0,0,0,25.38,0,0,0
1991 - Balmer S & Waddington A,1991,1,0,0,0,0,21.53,0,0,0,0
1991 - Banks S & E J. Eastgat,1991,1,0,0,4.22,0,0,0,0,0,0
1991 - Banks S & Eastgate J,1991,1,2.5,0,0,0,0,0,0,0,0
1991 - Bareham D & Drinkall D,1991,5,2.22,2.9,3.6,5.57,20.7,0,0,0,0
1991 - Barham P N & James C,1991,1,0,0,0,0,0,21.35,0,0,0
1991 - Barnard I & Walley S,1991,2,0,0,0,7.7,0,22.67,0,0,0
1991 - Barnes D P & Staggs C R,1991,1,0,0,0,0,35.43,0,0,0,0
1991 - Barsby K J & Picking J R,1991,1,0,0,0,0,0,21.77,0,0,0
1991 - Bartlett R & Mattews T,1991,1,0,3.4,0,0,0,0,0,0,0
1991 - Beadsworth P M & Ziessen T M,1991,1,0,0,0,0,0,21.35,0,0,0
1991 - Beadsworth P & Ziessen T,1991,2,0,3.63,4.2,0,0,0,0,0,0
1991 - Beards S D & Gusterson J,1991,1,0,0,0,0,21.68,0,0,0,0
1991 - Beards S & Gusterson J,1991,2,2.27,0,3.67,0,0,0,0,0,0
1991 - Beaver T E,1991,1,0,0,0,0,0,0,0,0,18.35
1991 - Beaver T & Bowker I,1991,1,0,0,3.6,0,0,0,0,0,0
1991 - Beazley D & Porter B,1991,4,2.35,3.17,3.95,5.95,0,0,0,0,0
1991 - Beazley Daniel & Porter R F,1991,1,0,0,0,0,0,0,0,18.67,0
1991 - Bedford D & Maclaren S,1991,1,0,0,0,0,0,20.6,0,0,0
1991 - Bedford P & Mastern R,1991,1,2.02,0,0,0,0,0,0,0,0
1991 - Beegan A F & Grewcock I P,1991,1,0,0,0,0,19.12,0,0,0,0
1991 - Bell A & Mcdonnell N,1991,1,2.45,0,0,0,0,0,0,0,0
1991 - Bell C J & Creagh M P N,1991,1,0,0,0,0,28.48,0,0,0,0
1991 - Bellerby C & Phillpott J,1991,1,3.03,0,0,0,0,0,0,0,0
1991 - Benedict O & Heath M,1991,1,0,0,0,0,71.62,0,0,0,0
1991 - Benham C & Fitzpatrick D,1991,2,4.68,3.73,0,0,0,0,0,0,0
1991 - Bevan G,1991,2,2.4,0,3.92,0,0,0,0,0,0
1991 - Blackman A,1991,1,0,3.57,0,0,0,0,0,0,0
1991 - Blackman A & Gilbert L,1991,1,2.58,0,0,0,0,0,0,0,0
